student,currProb,course,session,priorTutorAction,reward
00d2-F14,5.1.2.0,226-001-BARNES-F14,7,WE,0
00d2-F14,5.1.3.0,226-001-BARNES-F14,7,PS,0
00d2-F14,5.-1.3.0,226-001-BARNES-F14,7,PS,0
00d2-F14,5.-1.4.0,226-001-BARNES-F14,7,PS,0
00d2-F14,5.-1.4.1,226-001-BARNES-F14,7,PS,0
00d2-F14,5.-1.4.0,226-001-BARNES-F14,7,PS,-23.2142857143
00d2-F14,6.1.1.0,226-001-BARNES-F14,7,WE,0
00d2-F14,6.1.2.0,226-001-BARNES-F14,7,PS,0
00d2-F14,6.1.3.0,226-001-BARNES-F14,7,PS,116.8224299065
00da-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00da-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
00da-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
00da-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-92.1052631579
00da-F14,2.-1.1.0,226-001-BARNES-F14,1,WE,0
00da-F14,2.-1.2.0,226-001-BARNES-F14,1,WE,0
00da-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0
00da-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,3.0730050934
00da-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0
00da-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0
00da-F14,3.1.3.0,226-001-BARNES-F14,3,PS,141.6536172878
00da-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0
00da-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0
00da-F14,4.1.3.0,226-001-BARNES-F14,3,PS,-31.3713592233
00da-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0
00da-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
00da-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-2.7811004785
00da-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0
00da-F14,6.1.2.0,226-001-BARNES-F14,3,PS,0
00da-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-76.599740643
00e1-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00e1-F14,1.0.2.0,226-001-BARNES-F14,3,PS,0
00e1-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0
00e1-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0
00e1-F14,1.0.2.0,226-001-BARNES-F14,5,PS,0
00e1-F14,1.0.4.0,226-001-BARNES-F14,5,PS,-90.1315789474
00e1-F14,2.1.1.0,226-001-BARNES-F14,5,WE,0
00e1-F14,2.1.2.0,226-001-BARNES-F14,5,PS,0
00e1-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0
00e1-F14,2.1.2.0,226-001-BARNES-F14,5,PS,33.4929234852
00e1-F14,3.-1.1.0,226-001-BARNES-F14,5,WE,0
00e1-F14,3.-1.2.0,226-001-BARNES-F14,5,WE,0
00e1-F14,3.-1.3.0,226-001-BARNES-F14,5,PS,0
00e1-F14,3.-1.4.0,226-001-BARNES-F14,5,PS,-43.3613445378
00e1-F14,4.-1.1.0,226-001-BARNES-F14,5,WE,0
00e1-F14,4.-1.2.0,226-001-BARNES-F14,5,WE,0
00e1-F14,4.-1.3.0,226-001-BARNES-F14,5,PS,0
00e1-F14,4.-1.4.0,226-001-BARNES-F14,5,PS,0
00e1-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0
00e1-F14,5.-1.2.0,226-001-BARNES-F14,5,WE,0
00e1-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0
00e1-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,115
00e1-F14,6.-1.1.0,226-001-BARNES-F14,5,WE,0
00e1-F14,6.-1.2.0,226-001-BARNES-F14,5,WE,0
00e1-F14,6.-1.3.0,226-001-BARNES-F14,5,PS,0
00e1-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-115
00e2-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00e2-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00e2-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
00e2-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-53.2894736842
00e2-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
00e2-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
00e2-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0
00e2-F14,2.1.1.0,226-001-BARNES-F14,1,PS,121.0205661212
00e2-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
00e2-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
00e2-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.2650730195
00e2-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
00e2-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
00e2-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0
00e2-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
00e2-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,-55.894590846
00e2-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0
00e2-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
00e2-F14,5.1.3.0,226-001-BARNES-F14,3,PS,112.0984278879
00e2-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0
00e2-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0
00e2-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-75.2492957117
00e3-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00e3-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00e3-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
00e3-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842
00e3-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0
00e3-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
00e3-F14,2.1.3.0,226-001-BARNES-F14,2,PS,26.9416187528
00e3-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
00e3-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0
00e3-F14,3.1.3.0,226-001-BARNES-F14,2,PS,22.7543444562
00e3-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0
00e3-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
00e3-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-1.3782940361
00e3-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0
00e3-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0
00e3-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-76.3798701299
00e3-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0
00e3-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0
00e3-F14,6.1.3.0,226-001-BARNES-F14,2,PS,80.5437553101
00e8-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
00e8-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00e8-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
00e8-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842
00e8-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
00e8-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0
00e8-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-11.7138434321
00e8-F14,3.1.1.0,226-001-BARNES-F14,4,PS,0
00e8-F14,3.1.2.0,226-001-BARNES-F14,4,WE,0
00e8-F14,3.1.3.0,226-001-BARNES-F14,4,PS,-28.8814554948
00e8-F14,4.1.1.0,226-001-BARNES-F14,4,WE,0
00e8-F14,4.1.2.0,226-001-BARNES-F14,4,WE,0
00e8-F14,4.1.3.0,226-001-BARNES-F14,4,PS,0
00e8-F14,4.-1.3.0,226-001-BARNES-F14,6,PS,0
00e8-F14,4.-1.3.1,226-001-BARNES-F14,6,PS,0
00e8-F14,4.-1.4.0,226-001-BARNES-F14,6,PS,5.520110957
00e8-F14,5.1.1.0,226-001-BARNES-F14,6,PS,0
00e8-F14,5.1.2.0,226-001-BARNES-F14,6,WE,0
00e8-F14,5.1.3.0,226-001-BARNES-F14,6,PS,74.955570745
00e8-F14,6.1.1.0,226-001-BARNES-F14,6,PS,0
00e8-F14,6.1.2.0,226-001-BARNES-F14,6,WE,0
00e8-F14,6.1.3.0,226-001-BARNES-F14,6,PS,-8.8941555248
00ef-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00ef-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00ef-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
00ef-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-53.2894736842
00ef-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
00ef-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
00ef-F14,2.1.3.0,226-001-BARNES-F14,2,PS,11.7768686422
00ef-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
00ef-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
00ef-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.5747735988
00ef-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
00ef-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
00ef-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0
00ef-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
00ef-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,-305.7142857143
00f0-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00f0-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00f0-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0
00f0-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-43.4210526316
00f0-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
00f0-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
00f0-F14,2.1.3.0,226-001-BARNES-F14,2,PS,111.1521450686
00f0-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0
00f0-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
00f0-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0
00f0-F14,3.1.1.0,226-001-BARNES-F14,2,PS,-15.1097332137
00f0-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0
00f0-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0
00f0-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-42.0856449376
00f0-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0
00f0-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0
00f0-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-6.4208817498
00f0-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0
00f0-F14,6.1.2.0,226-001-BARNES-F14,2,PS,0
00f0-F14,6.1.3.0,226-001-BARNES-F14,2,PS,1.3057282118
00f5-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
00f5-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00f5-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
00f5-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-85.5263157895
00f5-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
00f5-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0
00f5-F14,2.1.3.0,226-001-BARNES-F14,1,PS,114.6019460416
00f5-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
00f5-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
00f5-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,1,PS,0
00f5-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,3,PS,0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,3,PS,0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,3,PS,0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,3,PS,0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,4,PS,0
00f5-F14,3.-1.3.0,226-001-BARNES-F14,5,PS,0
00f5-F14,3.-1.3.1,226-001-BARNES-F14,5,PS,-70.3943115708
00f5-F14,4.1.1.0,226-001-BARNES-F14,5,WE,0
00f5-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0
00f5-F14,4.1.3.0,226-001-BARNES-F14,5,PS,141.3186813187
00f5-F14,5.1.2.0,226-001-BARNES-F14,5,WE,0
00f5-F14,5.1.3.0,226-001-BARNES-F14,5,PS,0
00f5-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,0
00f5-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0
00f5-F14,5.-1.1.0,226-001-BARNES-F14,5,PS,0
00f5-F14,5.-1.1.1,226-001-BARNES-F14,5,PS,-187.5
00f5-F14,6.1.1.0,226-001-BARNES-F14,5,WE,0
00f5-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0
00f5-F14,6.1.3.0,226-001-BARNES-F14,5,PS,0
00f5-F14,6.-1.3.1,226-001-BARNES-F14,5,PS,0
00f5-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,19.3918918919
00ff-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
00ff-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
00ff-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
00ff-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105
00ff-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
00ff-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
00ff-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,-200
0104-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0104-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0
0104-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0
0104-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.7631578947
0104-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
0104-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
0104-F14,2.1.3.0,226-001-BARNES-F14,2,PS,85.4942503317
0104-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
0104-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0
0104-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.1097332137
0104-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0
0104-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0
0104-F14,4.1.3.0,226-001-BARNES-F14,3,PS,-65.2999306519
0104-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0
0104-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0
0104-F14,5.1.3.0,226-001-BARNES-F14,4,PS,112.6785714286
0104-F14,6.1.1.0,226-001-BARNES-F14,4,WE,0
0104-F14,6.1.2.0,226-001-BARNES-F14,4,WE,0
0104-F14,6.1.3.0,226-001-BARNES-F14,4,PS,-55.3271028037
0105-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0105-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0105-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0105-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-69.0789473684
0105-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
0105-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0105-F14,2.1.3.0,226-001-BARNES-F14,1,PS,98.1545776205
0105-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0105-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
0105-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0
0105-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0
0105-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,-39.6250808016
0105-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
0105-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
0105-F14,4.1.3.0,226-001-BARNES-F14,2,PS,21.0851648352
0105-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0
0105-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
0105-F14,5.1.3.0,226-001-BARNES-F14,3,PS,70.1341421736
0105-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0
0105-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0
0105-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-8.8941555248
0107-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0107-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0
0107-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
0107-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.7631578947
0107-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
0107-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
0107-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-6.1023883238
0107-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0
0107-F14,3.-1.2.0,226-001-BARNES-F14,2,WE,0
0107-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0
0107-F14,3.-1.3.1,226-001-BARNES-F14,2,PS,0
0107-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,-76.1344537815
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0
0107-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0
0107-F14,4.1.3.0,226-001-BARNES-F14,3,PS,0
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0
0107-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,0
0107-F14,4.-1.1.0,226-001-BARNES-F14,3,PS,0
0107-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0
0107-F14,5.1.2.0,226-001-BARNES-F14,4,PS,0
0107-F14,5.1.3.0,226-001-BARNES-F14,4,PS,90.7177033493
0107-F14,6.-1.1.0,226-001-BARNES-F14,4,WE,0
0107-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0
0107-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0
0107-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-90.7177033493
0109-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0109-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0109-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0109-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-43.4210526316
0109-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
0109-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
0109-F14,2.1.3.0,226-001-BARNES-F14,2,PS,72.4966828837
0109-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0
0109-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
0109-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-28.8814554948
0109-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
0109-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
0109-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-10.1941747573
0109-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0
0109-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0
0109-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-14.5933014354
0109-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0
0109-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0
0109-F14,6.1.3.0,226-001-BARNES-F14,2,PS,96.36900237
010d-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
010d-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
010d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
010d-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
010d-F14,1.0.4.0,226-001-BARNES-F14,3,PS,40.7894736842
010d-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0
010d-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0
010d-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-48.6886333481
010d-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0
010d-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0
010d-F14,3.1.3.0,226-001-BARNES-F14,3,PS,0.3263441299
010d-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0
010d-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0
010d-F14,4.1.3.0,226-001-BARNES-F14,3,PS,107.572815534
010d-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0
010d-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
010d-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-109.2822966507
010d-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0
010d-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0
010d-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-37.6335911997
010e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
010e-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
010e-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
010e-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105
010e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
010e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
010e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-28.3602388324
010e-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0
010e-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
010e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,50.8525740393
010e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0
010e-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
010e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,36.0696948682
010e-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0
010e-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0
010e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,39.4642857143
010e-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0
010e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0
010e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,0
0110-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0110-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0110-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0110-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105
0110-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
0110-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0110-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.7574082264
0110-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0110-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0110-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562
0110-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0110-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
0110-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-114.7711511789
0110-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0
0110-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
0110-F14,5.1.3.0,226-001-BARNES-F14,1,PS,72.4196855776
0110-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0
0110-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0
0110-F14,6.1.3.0,226-001-BARNES-F14,1,PS,23.6417296427
0116-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0116-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0116-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0116-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105
0116-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
0116-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0116-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-25.839230429
0116-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0116-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0116-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-20.600473199
0116-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0116-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
0116-F14,4.1.3.0,226-001-BARNES-F14,1,PS,118.394590846
0116-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0
0116-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
0116-F14,5.1.3.0,226-001-BARNES-F14,1,PS,26.0714285714
0116-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0
0116-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0
0116-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0
0118-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0118-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0118-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
0118-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105
0118-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
0118-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0
0118-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.7574082264
0118-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0118-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0118-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-102.4883739904
0118-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0118-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
0118-F14,4.1.3.0,226-001-BARNES-F14,1,PS,45.2929958391
0118-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0
0118-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
0118-F14,5.1.3.0,226-001-BARNES-F14,1,PS,50.9953861928
0118-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0
0118-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0
0118-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-27.138577114
011b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
011b-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
011b-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
011b-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842
011b-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
011b-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
011b-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
011b-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0
011b-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0
011b-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
011b-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
011b-F14,4.1.3.0,226-001-BARNES-F14,1,PS,36.4857836338
011b-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0
011b-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
011b-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-94.5616883117
011b-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0
011b-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0
011b-F14,6.1.3.0,226-001-BARNES-F14,1,PS,98.7255734919
011d-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
011d-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
